stateabb,year,irst,pec
UKG,1924,8333,217763
UKG,1925,7504,204764
UKG,1926,3654,118535
UKG,1927,9243,215511
UKG,1928,8657,202956
UKG,1929,9791,213880
UKG,1930,7444,207452
UKG,1931,5286,194351
UKG,1932,5345,187893
UKG,1933,7138,187014
UKG,1934,8992,202870
UKG,1935,10017,206553
UKG,1936,11974,218275
UKG,1937,13192,225477
UKG,1938,10565,218151
UKG,1939,13433,219686
UKG,1940,13183,232740
UKG,1941,12510,228173
UKG,1942,13150,224075
UKG,1943,13240,225114
UKG,1944,12337,228152
UKG,1945,12014,210425
UKG,1946,12899,214896
UKG,1947,12929,223696
UKG,1948,15116,233072
UKG,1949,15803,237129
UKG,1950,16554,190014
UKG,1951,15889,211603
UKG,1952,16681,214654
UKG,1953,17891,221983
UKG,1954,18817,226613
UKG,1955,20108,232194
UKG,1956,20990,232317
UKG,1957,22047,226407
UKG,1958,19880,221539
UKG,1959,20510,216779
UKG,1960,24695,235677
UKG,1961,22441,241081
UKG,1962,20820,240903
UKG,1963,22880,247799
UKG,1964,26643,248282
UKG,1965,27421,254766
UKG,1966,27686,256902
UKG,1967,24257,244888
UKG,1968,26255,313904
UKG,1969,26822,330825
UKG,1970,28291,347407
UKG,1971,24153,359144
UKG,1972,25293,349523
UKG,1973,26594,366779
UKG,1974,22323,354731
UKG,1975,20098,342314
UKG,1976,22274,349764
UKG,1977,20411,346357
UKG,1978,20311,352032
UKG,1979,21464,366384
UKG,1980,11277,337510
UKG,1981,15573,319707
UKG,1982,13704,309737
UKG,1983,14986,312818
UKG,1984,15121,284477
UKG,1985,15722,318498
UKG,1986,14725,325916
UKG,1987,17414,334223
UKG,1988,18950,336596
UKG,1989,18744,343703
UKG,1990,16464,333429
UKG,1991,16632,345284
UKG,1992,16008,341540
UKG,1993,16464,346078
UKG,1994,17286,347376
UKG,1995,17604,349363
UKG,1996,17992,367380
UKG,1997,18501,359898
UKG,1998,17315,361161
UKG,1999,16298,360862
UKG,2000,15155,370218
UKG,2001,13543,364692
UKG,2002,11667,362457
UKG,2003,13268,367696
UKG,2004,13766,375104
UKG,2005,13239,369132
UKG,2006,13871,361081
UKG,2007,14317,357037
UKG,2008,13521,357478
UKG,2009,10079,327631
UKG,2010,9709,339237
UKG,2011,9478,316235
UKG,2012,9579,317447
UKG,2013,11858,302349
UKG,2014,12120,276385
UKG,2015,10907,269581
UKG,2016,7635,259113
IRE,1922,0,2370
IRE,1923,0,2370
IRE,1924,0,2521
IRE,1925,0,2275
IRE,1926,0,1784
IRE,1927,0,2537
IRE,1928,0,2444
IRE,1929,0,2508
IRE,1930,0,2555
IRE,1931,0,2470
IRE,1932,0,2362
IRE,1933,0,2325
IRE,1934,0,2401
IRE,1935,0,2311
IRE,1936,0,2548
IRE,1937,0,2642
IRE,1938,0,2571
IRE,1939,0,2972
IRE,1940,0,2856
IRE,1941,0,1567
IRE,1942,0,1115
IRE,1943,0,1086
IRE,1944,0,795
IRE,1945,0,994
IRE,1946,6,1367
IRE,1947,9,1609
IRE,1948,16,1811
IRE,1949,16,1754
IRE,1950,16,3133
IRE,1951,14,3289
IRE,1952,15,3058
IRE,1953,16,2943
IRE,1954,15,2689
IRE,1955,18,3106
IRE,1956,19,2607
IRE,1957,22,2553
IRE,1958,25,2210
IRE,1959,23,4218
IRE,1960,30,4868
IRE,1961,28,5180
IRE,1962,19,5232
IRE,1963,20,5256
IRE,1964,53,5476
IRE,1965,53,5439
IRE,1966,56,4984
IRE,1967,65,6483
IRE,1968,68,5220
IRE,1969,81,5348
IRE,1970,80,5975
IRE,1971,80,6095
IRE,1972,77,5674
IRE,1973,116,5589
IRE,1974,110,5727
IRE,1975,81,5247
IRE,1976,58,4541
IRE,1977,47,5153
IRE,1978,69,4840
IRE,1979,72,6408
IRE,1980,2,6231
IRE,1981,32,5333
IRE,1982,61,5870
IRE,1983,141,7266
IRE,1984,166,7566
IRE,1985,203,7805
IRE,1986,208,8035
IRE,1987,220,9062
IRE,1988,200,9474
IRE,1989,324,10003
IRE,1990,325,10682
IRE,1991,293,10769
IRE,1992,257,10839
IRE,1993,326,11115
IRE,1994,266,11683
IRE,1995,310,11897
IRE,1996,341,12701
IRE,1997,337,13897
IRE,1998,358,14410
IRE,1999,335,14101
IRE,2000,360,16194
IRE,2001,150,16706
IRE,2002,0,16493
IRE,2003,0,16536
IRE,2004,0,16318
IRE,2005,0,16845
IRE,2006,0,17151
IRE,2007,0,17924
IRE,2008,0,17887
IRE,2009,0,16375
IRE,2010,0,17371
IRE,2011,0,16405
IRE,2012,0,16873
IRE,2013,0,16036
IRE,2014,0,15622
IRE,2015,0,16934
IRE,2016,0,17548
NTH,1816,50,1142
NTH,1817,50,1199
NTH,1818,50,1259
NTH,1819,50,1322
NTH,1820,60,1388
NTH,1821,60,1458
NTH,1822,60,1531
NTH,1823,70,1607
NTH,1824,70,1688
NTH,1825,70,1772
NTH,1826,80,1861
NTH,1827,80,1954
NTH,1828,80,2051
NTH,1829,80,2154
NTH,1830,90,517
NTH,1831,0,543
NTH,1832,0,590
NTH,1833,0,573
NTH,1834,0,526
NTH,1835,0,568
NTH,1836,0,695
NTH,1837,0,722
NTH,1838,0,758
NTH,1839,0,824
NTH,1840,0,933
NTH,1841,0,892
NTH,1842,0,924
NTH,1843,0,872
NTH,1844,0,938
NTH,1845,0,996
NTH,1846,0,1082
NTH,1847,0,1458
NTH,1848,0,1375
NTH,1849,0,1256
NTH,1850,0,1182
NTH,1851,0,1175
NTH,1852,0,1419
NTH,1853,0,1571
NTH,1854,0,2241
NTH,1855,0,1752
NTH,1856,0,1780
NTH,1857,0,1589
NTH,1858,0,1398
NTH,1859,0,1328
NTH,1860,0,1808
NTH,1861,0,1660
NTH,1862,0,2138
NTH,1863,0,1542
NTH,1864,0,1285
NTH,1865,0,1451
NTH,1866,0,1593
NTH,1867,0,1527
NTH,1868,0,1603
NTH,1869,0,1651
NTH,1870,0,1836
NTH,1871,0,1849
NTH,1872,0,1980
NTH,1873,0,1900
NTH,1874,0,1751
NTH,1875,0,2009
NTH,1876,0,2309
NTH,1877,0,2359
NTH,1878,0,2500
NTH,1879,0,2693
NTH,1880,0,2980
NTH,1881,0,2998
NTH,1882,0,3036
NTH,1883,0,3366
NTH,1884,0,3369
NTH,1885,0,3526
NTH,1886,0,3669
NTH,1887,0,3725
NTH,1888,0,4127
NTH,1889,0,4025
NTH,1890,0,3896
NTH,1891,0,4519
NTH,1892,0,4305
NTH,1893,0,4353
NTH,1894,0,4408
NTH,1895,0,4395
NTH,1896,0,4712
NTH,1897,0,4933
NTH,1898,0,4872
NTH,1899,0,5036
NTH,1900,0,5543
NTH,1901,0,5430
NTH,1902,0,5443
NTH,1903,0,5830
NTH,1904,0,6076
NTH,1905,0,6311
NTH,1906,0,6797
NTH,1907,0,7033
NTH,1908,0,7178
NTH,1909,0,7540
NTH,1910,0,7914
NTH,1911,0,8400
NTH,1912,0,9425
NTH,1913,0,10470
NTH,1914,0,9848
NTH,1915,0,9262
NTH,1916,0,8527
NTH,1917,0,5976
NTH,1918,0,5328
NTH,1919,0,8305
NTH,1920,0,8462
NTH,1921,0,8908
NTH,1922,0,10550
NTH,1923,0,10566
NTH,1924,0,11875
NTH,1925,0,12480
NTH,1926,0,12752
NTH,1927,0,14305
NTH,1928,0,14784
NTH,1929,0,16060
NTH,1930,0,16793
NTH,1931,0,17488
NTH,1932,0,16187
NTH,1933,0,15113
NTH,1934,10,15065
NTH,1935,20,14295
NTH,1936,20,15346
NTH,1937,39,16920
NTH,1938,57,16743
NTH,1939,110,15428
NTH,1940,153,12668
NTH,1945,118,5391
NTH,1946,137,11638
NTH,1947,196,17417
NTH,1948,334,18786
NTH,1949,428,20122
NTH,1950,490,25202
NTH,1951,554,27876
NTH,1952,685,28986
NTH,1953,862,30555
NTH,1954,929,33804
NTH,1955,981,36438
NTH,1956,1051,39156
NTH,1957,1185,39912
NTH,1958,1438,40448
NTH,1959,1670,40487
NTH,1960,1942,47061
NTH,1961,1971,48814
NTH,1962,2087,53063
NTH,1963,2342,54688
NTH,1964,2646,58700
NTH,1965,3138,62572
NTH,1966,3256,67136
NTH,1967,3402,70675
NTH,1968,3707,84892
NTH,1969,4721,101557
NTH,1970,5042,126309
NTH,1971,5083,129820
NTH,1972,5585,151169
NTH,1973,5625,160813
NTH,1974,5840,151859
NTH,1975,4822,141849
NTH,1976,5190,156432
NTH,1977,4927,149991
NTH,1978,5591,147399
NTH,1979,5805,155694
NTH,1980,5271,140453
NTH,1981,5472,128158
NTH,1982,4354,113735
NTH,1983,4484,124596
NTH,1984,5739,136054
NTH,1985,5517,131512
NTH,1986,5283,136762
NTH,1987,5082,142223
NTH,1988,5518,143142
NTH,1989,5676,154023
NTH,1990,5408,146426
NTH,1991,5168,157497
NTH,1992,5437,158671
NTH,1993,6000,161991
NTH,1994,6171,161953
NTH,1995,6409,170990
NTH,1996,6326,178250
NTH,1997,6641,174705
NTH,1998,6377,176970
NTH,1999,6075,168470
NTH,2000,5666,171065
NTH,2001,6037,174091
NTH,2002,6117,167672
NTH,2003,6571,171921
NTH,2004,6848,176596
NTH,2005,6919,175081
NTH,2006,6372,171303
NTH,2007,7368,169349
NTH,2008,6853,170064
NTH,2009,5194,168858
NTH,2010,6651,180073
NTH,2011,6937,168765
NTH,2012,6879,166667
NTH,2013,6713,162757
NTH,2014,6964,158534
NTH,2015,6995,165677
NTH,2016,6917,168127
BEL,1830,90,1745
BEL,1831,90,1833
BEL,1832,93,1993
BEL,1833,95,1936
BEL,1834,100,1776
BEL,1835,115,1920
BEL,1836,135,2348
BEL,1837,150,2439
BEL,1838,132,2559
BEL,1839,100,2782
BEL,1840,95,3151
BEL,1841,90,3013
BEL,1842,96,3120
BEL,1843,98,2945
BEL,1844,107,3168
BEL,1845,135,3366
BEL,1846,189,3655
BEL,1847,248,3883
BEL,1848,162,3449
BEL,1849,149,3646
BEL,1850,145,3822
BEL,1851,168,4153
BEL,1852,179,4704
BEL,1853,230,4881
BEL,1854,285,5327
BEL,1855,294,5495
BEL,1856,322,5423
BEL,1857,302,5659
BEL,1858,324,5917
BEL,1859,319,6165
BEL,1860,320,6247
BEL,1861,312,6814
BEL,1862,357,6690
BEL,1863,392,7045
BEL,1864,450,7484
BEL,1865,471,7804
BEL,1866,482,8464
BEL,1867,423,9163
BEL,1868,436,8258
BEL,1869,534,8854
BEL,1870,565,10176
BEL,1871,609,9818
BEL,1872,656,10562
BEL,1873,607,11536
BEL,1874,533,10663
BEL,1875,542,11015
BEL,1876,491,10734
BEL,1877,471,10487
BEL,1878,465,11155
BEL,1879,453,11308
BEL,1880,608,12459
BEL,1881,625,12548
BEL,1882,727,13272
BEL,1883,783,14064
BEL,1884,751,13884
BEL,1885,713,13473
BEL,1886,702,13144
BEL,1887,756,13918
BEL,1888,827,14735
BEL,1889,832,15108
BEL,1890,788,16273
BEL,1891,684,15423
BEL,1892,753,15402
BEL,1893,745,14702
BEL,1894,819,16215
BEL,1895,829,16404
BEL,1896,959,17282
BEL,1897,1035,17815
BEL,1898,980,18362
BEL,1899,1025,19148
BEL,1900,655,20162
BEL,1901,516,18939
BEL,1902,769,19823
BEL,1903,969,21320
BEL,1904,1091,21800
BEL,1905,1227,21798
BEL,1906,1395,24670
BEL,1907,1467,25081
BEL,1908,1198,22815
BEL,1909,1580,24787
BEL,1910,1892,26160
BEL,1911,2028,26176
BEL,1912,2442,27327
BEL,1913,2467,27869
BEL,1914,1396,16700
BEL,1915,99,14200
BEL,1916,99,16900
BEL,1917,10,14900
BEL,1918,11,13900
BEL,1919,334,18500
BEL,1920,1253,22376
BEL,1921,789,20454
BEL,1922,1565,22709
BEL,1923,2297,28991
BEL,1924,2875,30801
BEL,1925,2549,31415
BEL,1926,3339,31377
BEL,1927,3680,36596
BEL,1928,3905,35176
BEL,1929,4110,38442
BEL,1930,3354,37317
BEL,1931,3105,33599
BEL,1932,2790,27185
BEL,1933,2731,29443
BEL,1934,2944,30477
BEL,1935,3023,29132
BEL,1936,3168,30596
BEL,1937,3863,36561
BEL,1938,2279,31565
BEL,1939,3104,30468
BEL,1940,1894,26015
BEL,1945,749,16234
BEL,1946,2297,23652
BEL,1947,2882,32591
BEL,1948,3920,34054
BEL,1949,3849,32976
BEL,1950,3777,26698
BEL,1951,5054,32207
BEL,1952,5067,32601
BEL,1953,4497,32263
BEL,1954,4973,33936
BEL,1955,5852,36566
BEL,1956,6312,39285
BEL,1957,6233,38420
BEL,1958,5980,35355
BEL,1959,6410,35194
BEL,1960,7141,36221
BEL,1961,6960,37100
BEL,1962,7297,38403
BEL,1963,7279,44939
BEL,1964,8796,43908
BEL,1965,9229,45629
BEL,1966,8917,45833
BEL,1967,9716,46565
BEL,1968,11573,59219
BEL,1969,12837,67930
BEL,1970,12609,70774
BEL,1971,12444,70495
BEL,1972,14532,82342
BEL,1973,15523,87067
BEL,1974,16224,80353
BEL,1975,11584,74781
BEL,1976,12145,77244
BEL,1977,11256,86872
BEL,1978,12624,82971
BEL,1979,13464,85885
BEL,1980,12344,83691
BEL,1981,12299,76591
BEL,1982,10182,68635
BEL,1983,10266,60334
BEL,1984,11414,61390
BEL,1985,10781,57720
BEL,1986,9803,63659
BEL,1987,9844,66395
BEL,1988,11240,64742
BEL,1989,10956,70576
BEL,1990,11424,72588
BEL,1991,11340,77753
BEL,1992,10332,78228
BEL,1993,10176,76038
BEL,1994,11331,77623
BEL,1995,11606,76458
BEL,1996,10818,85922
BEL,1997,10739,86450
BEL,1998,11425,91259
BEL,1999,10931,87783
BEL,2000,11636,91653
BEL,2001,10762,88026
BEL,2002,11343,89534
BEL,2003,11114,95025
BEL,2004,11698,92746
BEL,2005,10420,89075
BEL,2006,11631,88833
BEL,2007,10692,90339
BEL,2008,10673,90718
BEL,2009,5635,85708
BEL,2010,7973,93182
BEL,2011,8026,83915
BEL,2012,7301,87100
BEL,2013,7093,82279
BEL,2014,7331,84614
BEL,2015,7257,85991
BEL,2016,7687,86012
LUX,1920,585,789
LUX,1921,754,714
LUX,1922,1394,786
LUX,1923,1201,1002
LUX,1924,1887,1066
LUX,1925,2086,1078
LUX,1926,2244,1076
LUX,1927,2471,1283
LUX,1928,2567,1261
LUX,1929,2702,1393
LUX,1930,2270,1370
LUX,1931,2035,1235
LUX,1932,1956,996
LUX,1933,1845,1078
LUX,1934,1932,1120
LUX,1935,1837,1056
LUX,1936,1981,1091
LUX,1937,2510,1307
LUX,1938,1437,1133
LUX,1939,1762,1081
LUX,1940,1042,928
LUX,1944,1269,384
LUX,1945,259,551
LUX,1946,1295,806
LUX,1947,1715,1107
LUX,1948,2453,1155
LUX,1949,2279,1123
LUX,1950,2451,1085
LUX,1951,3077,1314
LUX,1952,3002,1269
LUX,1953,2659,1239
LUX,1954,2828,1276
LUX,1955,3225,1311
LUX,1956,3456,1462
LUX,1957,3493,1515
LUX,1958,3379,1514
LUX,1959,3663,1350
LUX,1960,4084,1341
LUX,1961,4113,1368
LUX,1962,4010,1467
LUX,1963,4032,1685
LUX,1964,4559,1777
LUX,1965,4585,1821
LUX,1966,4390,1818
LUX,1967,4481,1834
LUX,1968,4834,457
LUX,1969,5521,521
LUX,1970,5462,602
LUX,1971,5241,772
LUX,1972,5457,985
LUX,1973,5294,1173
LUX,1974,6448,1660
LUX,1975,4625,1551
LUX,1976,4566,1755
LUX,1977,4329,1662
LUX,1978,4791,1723
LUX,1979,4954,1604
LUX,1980,4624,1521
LUX,1981,3790,1321
LUX,1982,3510,1225
LUX,1983,3294,1113
LUX,1984,3987,1173
LUX,1985,3945,1235
LUX,1986,3705,1223
LUX,1987,3302,1312
LUX,1988,3661,1359
LUX,1989,3720,1484
LUX,1990,3480,1531
LUX,1991,3384,1595
LUX,1992,3072,1675
LUX,1993,3288,1696
LUX,1994,3073,1799
LUX,1995,2613,1889
LUX,1996,2502,1991
LUX,1997,2580,2002
LUX,1998,2477,2002
LUX,1999,2600,2025
LUX,2000,2571,2104
LUX,2001,2725,2251
LUX,2002,2719,2710
LUX,2003,2675,2730
LUX,2004,2684,2971
LUX,2005,2194,2951
LUX,2006,2802,3123
LUX,2007,2858,2976
LUX,2008,2582,2880
LUX,2009,2141,2820
LUX,2010,2548,3123
LUX,2011,2521,2785
LUX,2012,2208,2776
LUX,2013,2090,2511
LUX,2014,2193,2472
LUX,2015,2127,2405
LUX,2016,2175,2342
FRN,1816,115,937
FRN,1817,121,975
FRN,1818,127,1015
FRN,1819,133,1057
FRN,1820,140,1100
FRN,1821,160,1170
FRN,1822,170,1245
FRN,1823,190,1325
FRN,1824,198,1410
FRN,1825,199,1500
FRN,1826,206,1597
FRN,1827,216,2237
FRN,1828,221,2379
FRN,1829,217,2248
FRN,1830,266,2531
FRN,1831,225,2341
FRN,1832,225,2554
FRN,1833,236,2779
FRN,1834,269,3224
FRN,1835,295,3282
FRN,1836,308,3773
FRN,1837,332,4110
FRN,1838,348,4292
FRN,1839,350,4186
FRN,1840,348,4254
FRN,1841,377,4970
FRN,1842,399,5211
FRN,1843,423,5301
FRN,1844,427,5504
FRN,1845,439,6341
FRN,1846,522,6640
FRN,1847,592,7696
FRN,1848,472,6095
FRN,1849,414,6356
FRN,1850,406,7191
FRN,1851,446,7392
FRN,1852,523,7955
FRN,1853,661,9384
FRN,1854,771,10830
FRN,1855,849,12340
FRN,1856,923,12870
FRN,1857,992,13148
FRN,1858,872,12941
FRN,1859,864,13081
FRN,1860,898,14260
FRN,1861,967,15407
FRN,1862,1091,16258
FRN,1863,1157,16505
FRN,1864,1213,17490
FRN,1865,1204,18470
FRN,1866,1260,20124
FRN,1867,1229,20327
FRN,1868,1235,20881
FRN,1869,1381,21423
FRN,1870,1178,18950
FRN,1871,860,18921
FRN,1872,1218,22932
FRN,1873,1382,24834
FRN,1874,1416,23586
FRN,1875,1448,24610
FRN,1876,1435,24594
FRN,1877,1507,24068
FRN,1878,1521,24607
FRN,1879,1400,25441
FRN,1880,1725,28738
FRN,1881,1886,29421
FRN,1882,2039,31011
FRN,1883,2069,32497
FRN,1884,1872,31178
FRN,1885,1631,29911
FRN,1886,1517,29671
FRN,1887,1568,31270
FRN,1888,1683,32522
FRN,1889,1734,33338
FRN,1890,1962,36762
FRN,1891,1897,36784
FRN,1892,2057,36861
FRN,1893,2003,36203
FRN,1894,2070,38243
FRN,1895,2004,38547
FRN,1896,2340,39890
FRN,1897,2484,41754
FRN,1898,2525,43216
FRN,1899,2578,45244
FRN,1900,1565,48650
FRN,1901,1425,47064
FRN,1902,1568,44335
FRN,1903,1840,48796
FRN,1904,2096,47614
FRN,1905,2255,48114
FRN,1906,2451,51568
FRN,1907,2767,55089
FRN,1908,2723,55496
FRN,1909,3039,56672
FRN,1910,3413,57047
FRN,1911,3837,59364
FRN,1912,4429,60034
FRN,1913,4687,64844
FRN,1914,2802,45084
FRN,1915,1111,39355
FRN,1916,1784,41873
FRN,1917,1991,46522
FRN,1918,1800,41616
FRN,1919,1293,44334
FRN,1920,2706,58353
FRN,1921,3099,52964
FRN,1922,4538,62354
FRN,1923,5222,70127
FRN,1924,6670,78234
FRN,1925,7464,77129
FRN,1926,8617,80133
FRN,1927,8349,85465
FRN,1928,9479,85223
FRN,1929,9716,94054
FRN,1930,9444,96188
FRN,1931,7816,88825
FRN,1932,5638,78905
FRN,1933,6577,81751
FRN,1934,6155,80930
FRN,1935,6255,78039
FRN,1936,6686,80015
FRN,1937,6406,87915
FRN,1938,6137,82599
FRN,1939,7950,79602
FRN,1940,4413,56951
FRN,1941,4310,48138
FRN,1942,4488,49025
FRN,1944,3092,32470
FRN,1945,1661,45663
FRN,1946,4408,70062
FRN,1947,5733,76580
FRN,1948,7236,80735
FRN,1949,9152,92822
FRN,1950,8652,81344
FRN,1951,9835,93400
FRN,1952,10867,95592
FRN,1953,9997,92209
FRN,1954,10627,95660
FRN,1955,12592,98982
FRN,1956,13398,110168
FRN,1957,14096,109639
FRN,1958,14616,111257
FRN,1959,15219,110341
FRN,1960,17281,114638
FRN,1961,17570,123162
FRN,1962,17240,129914
FRN,1963,17556,142992
FRN,1964,19780,151682
FRN,1965,19604,159093
FRN,1966,19585,163383
FRN,1967,19655,175535
FRN,1968,20410,195043
FRN,1969,22511,213215
FRN,1970,23773,234993
FRN,1971,22859,243171
FRN,1972,24054,256787
FRN,1973,25264,282083
FRN,1974,27023,272560
FRN,1975,21530,242028
FRN,1976,23221,275021
FRN,1977,22094,271366
FRN,1978,22841,278029
FRN,1979,23360,303050
FRN,1980,23176,275971
FRN,1981,21258,243619
FRN,1982,18402,224776
FRN,1983,17582,215199
FRN,1984,19000,216305
FRN,1985,19008,217039
FRN,1986,17865,211758
FRN,1987,17693,204693
FRN,1988,19122,209260
FRN,1989,16800,224036
FRN,1990,19020,233006
FRN,1991,18432,249514
FRN,1992,18024,242844
FRN,1993,17112,244070
FRN,1994,18031,238462
FRN,1995,18100,248002
FRN,1996,17633,265646
FRN,1997,19767,263610
FRN,1998,20126,276185
FRN,1999,20200,263140
FRN,2000,20954,270485
FRN,2001,19343,272458
FRN,2002,20258,264684
FRN,2003,19758,277580
FRN,2004,20770,280827
FRN,2005,19481,282284
FRN,2006,19852,272875
FRN,2007,19250,271958
FRN,2008,17879,276836
FRN,2009,12840,254749
FRN,2010,15414,256719
FRN,2011,15780,239654
FRN,2012,15609,234900
FRN,2013,15685,237738
FRN,2014,16143,215970
FRN,2015,14984,225585
FRN,2016,14413,232013
MNC,1993,0,128
MNC,1994,0,124
MNC,1995,0,133
MNC,1996,0,142
MNC,1997,0,140
MNC,1998,0,151
MNC,1999,0,144
MNC,2000,0,147
MNC,2001,0,147
MNC,2002,0,146
MNC,2003,0,152
MNC,2004,0,157
MNC,2005,0,157
MNC,2006,0,151
MNC,2007,0,154
MNC,2008,0,156
MNC,2009,0,143
MNC,2010,0,147
MNC,2011,0,137
MNC,2012,0,133
MNC,2013,0,138
MNC,2014,0,125
MNC,2015,0,133
MNC,2016,0,136
LIE,1990,0,65
LIE,1991,0,77
LIE,1992,0,75
LIE,1993,0,77
LIE,1994,0,77
LIE,1995,0,80
LIE,1996,0,86
LIE,1997,0,85
LIE,1998,0,86
LIE,1999,0,91
LIE,2000,0,88
LIE,2001,0,93
LIE,2002,0,93
LIE,2003,0,92
LIE,2004,0,96
LIE,2005,0,98
LIE,2006,0,101
LIE,2007,0,99
LIE,2008,0,102
LIE,2009,0,91
LIE,2010,0,96
LIE,2011,0,92
LIE,2012,0,93
LIE,2013,0,95
LIE,2014,0,88
LIE,2015,0,90
LIE,2016,0,90
SWZ,1816,0,8
SWZ,1817,0,9
SWZ,1818,0,9
SWZ,1819,0,8
SWZ,1820,0,8
SWZ,1821,0,9
SWZ,1822,0,9
SWZ,1823,0,9
SWZ,1824,0,10
SWZ,1825,0,9
SWZ,1826,0,9
SWZ,1827,0,10
SWZ,1828,0,10
SWZ,1829,0,10
SWZ,1830,0,10
SWZ,1831,0,9
SWZ,1832,0,10
SWZ,1833,0,11
SWZ,1834,0,11
SWZ,1835,0,11
SWZ,1836,0,12
SWZ,1837,0,15
SWZ,1838,0,15
SWZ,1839,0,16
SWZ,1840,0,16
SWZ,1841,0,17
SWZ,1842,0,19
SWZ,1843,0,18
SWZ,1844,0,19
SWZ,1845,0,21
SWZ,1846,0,22
SWZ,1847,0,23
SWZ,1848,0,22
SWZ,1849,0,23
SWZ,1850,10,25
SWZ,1851,10,28
SWZ,1852,10,31
SWZ,1853,10,34
SWZ,1854,10,39
SWZ,1855,10,46
SWZ,1856,10,50
SWZ,1857,10,52
SWZ,1858,10,55
SWZ,1859,10,78
SWZ,1860,10,114
SWZ,1861,10,160
SWZ,1862,10,177
SWZ,1863,10,177
SWZ,1864,10,216
SWZ,1865,10,263
SWZ,1866,10,260
SWZ,1867,10,254
SWZ,1868,10,290
SWZ,1869,10,280
SWZ,1870,10,342
SWZ,1871,10,424
SWZ,1872,10,486
SWZ,1873,10,475
SWZ,1874,10,469
SWZ,1875,10,486
SWZ,1876,10,568
SWZ,1877,10,540
SWZ,1878,10,517
SWZ,1879,10,551
SWZ,1880,10,636
SWZ,1881,10,596
SWZ,1882,10,659
SWZ,1883,10,729
SWZ,1884,10,749
SWZ,1885,10,779
SWZ,1886,10,795
SWZ,1887,10,860
SWZ,1888,10,878
SWZ,1889,10,970
SWZ,1890,10,1114
SWZ,1891,10,1339
SWZ,1892,10,1321
SWZ,1893,10,1098
SWZ,1894,10,1366
SWZ,1895,10,1465
SWZ,1896,10,1604
SWZ,1897,10,1692
SWZ,1898,10,1808
SWZ,1899,10,1950
SWZ,1900,0,2158
SWZ,1901,0,1974
SWZ,1902,0,1994
SWZ,1903,0,2158
SWZ,1904,0,2267
SWZ,1905,0,2371
SWZ,1906,0,2620
SWZ,1907,0,3037
SWZ,1908,0,3040
SWZ,1909,0,3063
SWZ,1910,0,2959
SWZ,1911,0,3269
SWZ,1912,0,3327
SWZ,1913,0,3511
SWZ,1914,0,3191
SWZ,1915,0,3376
SWZ,1916,0,3208
SWZ,1917,0,2310
SWZ,1918,0,2171
SWZ,1919,0,1789
SWZ,1920,0,3089
SWZ,1921,0,2021
SWZ,1922,0,2710
SWZ,1923,0,3320
SWZ,1924,0,3210
SWZ,1925,0,3356
SWZ,1926,0,3377
SWZ,1927,0,3868
SWZ,1928,0,3936
SWZ,1929,0,4454
SWZ,1930,0,4163
SWZ,1931,0,4351
SWZ,1932,0,4394
SWZ,1933,0,4316
SWZ,1934,0,4373
SWZ,1935,0,4385
SWZ,1936,0,4494
SWZ,1937,0,4889
SWZ,1938,5,4795
SWZ,1939,0,5456
SWZ,1940,40,4073
SWZ,1941,74,3394
SWZ,1942,82,3014
SWZ,1943,92,3116
SWZ,1944,113,2500
SWZ,1945,107,1463
SWZ,1946,34,3338
SWZ,1947,102,4761
SWZ,1948,120,5183
SWZ,1949,124,4472
SWZ,1950,130,5474
SWZ,1951,144,6484
SWZ,1952,156,6160
SWZ,1953,157,5891
SWZ,1954,150,6728
SWZ,1955,166,7394
SWZ,1956,171,8740
SWZ,1957,234,9080
SWZ,1958,244,8778
SWZ,1959,251,9006
SWZ,1960,275,10686
SWZ,1961,297,11287
SWZ,1962,318,12238
SWZ,1963,322,15370
SWZ,1964,345,14972
SWZ,1965,347,16496
SWZ,1966,428,17554
SWZ,1967,445,18242
SWZ,1968,453,10194
SWZ,1969,500,10848
SWZ,1970,524,11602
SWZ,1971,532,11337
SWZ,1972,543,11065
SWZ,1973,584,13222
SWZ,1974,593,13290
SWZ,1975,420,11295
SWZ,1976,545,10794
SWZ,1977,656,11337
SWZ,1978,651,11222
SWZ,1979,886,11928
SWZ,1980,929,11702
SWZ,1981,934,11626
SWZ,1982,835,12261
SWZ,1983,835,13644
SWZ,1984,978,13958
SWZ,1985,987,14015
SWZ,1986,1075,14603
SWZ,1987,866,14780
SWZ,1988,988,14912
SWZ,1989,1064,14104
SWZ,1990,1105,14914
SWZ,1991,955,17637
SWZ,1992,1050,16967
SWZ,1993,1260,17552
SWZ,1994,1098,17759
SWZ,1995,739,18056
SWZ,1996,700,19468
SWZ,1997,789,18580
SWZ,1998,800,18998
SWZ,1999,800,19467
SWZ,2000,1000,18930
SWZ,2001,1000,19509
SWZ,2002,1000,19570
SWZ,2003,1000,19641
SWZ,2004,1000,20671
SWZ,2005,1158,20535
SWZ,2006,1252,21436
SWZ,2007,1264,20238
SWZ,2008,1312,21364
SWZ,2009,934,20648
SWZ,2010,1320,21140
SWZ,2011,1400,20101
SWZ,2012,1450,19341
SWZ,2013,1530,21822
SWZ,2014,1475,20820
SWZ,2015,1475,18217
SWZ,2016,1500,18751
SPN,1816,10,0
SPN,1817,10,0
SPN,1818,10,0
SPN,1819,10,0
